"","ID","NAME","LAT","LONG","ALT","JAN","FEB","MAR","APR","MAY","JUN","JUL","AUG","SEP","OCT","NOV","DEC"
"239","ID22603","CHATSWORTH-FC-24-F",34.25,-118.6,290,86,88,70,29,5,1,0,6,8,11,64,57
"240","ID22607","PAICINES-OHRWALL-RANCH",36.73,-121.36,290,75,63,65,31,5,2,2,2,8,18,54,65
"241","ID22673","OCCIDENTAL",38.41,-122.96,293,290,211,185,82,24,7,3,7,19,90,225,226
"242","ID22745","KERN-RIVER-P-H-1",35.46,-118.78,296,41,44,51,29,8,2,0,3,8,13,34,36
"243","ID22771","EAGLE-MOUNTAIN",33.8,-115.45,297,10,8,8,2,1,2,12,18,12,6,6,11
"244","ID23073","RIVERSIDE-CIT-EXP-STN",33.96,-117.35,301,47,46,47,21,5,1,1,5,10,6,30,34
"245","ID23379","POTTER-VALLEY-P-H",39.36,-123.13,309,226,165,160,69,27,4,2,7,21,74,186,198
"246","ID23485","LOS-PRIETOS-RANGER-STN",34.55,-119.78,312,112,115,95,43,7,1,0,2,7,17,73,80
"247","ID23917","SHASTA-DAM",40.71,-122.41,328,284,220,230,107,52,18,7,14,38,82,245,247
"248","ID24043","PLYMOUTH            USA",38.5,-120.8,334,196.4,127.4,70.8,50.2,24.8,10.4,0.8,3.5,5,46,81.7,153.8
"249","ID24105","FONTANA-KAISER",34.08,-117.51,335,80,80,74,27,6,1,1,3,11,11,47,56
"250","ID24106","SANTA-MARGARITA-BOOST",35.36,-120.63,335,162,142,128,57,9,2,1,3,12,35,103,126
"251","ID24200","NORTON/AFB",34.1,-117.25,339,55.8,51.4,41.2,36,10.7,1.6,1.6,2.7,2.6,2.7,33.4,47.2
"252","ID24293","HAPPY CAMP RS",41.8,-123.37,342,287.7,201.8,170.9,74.5,41.5,18.3,7.2,12.8,26.7,94.9,203.1,256.2
"253","ID24332","MIDDLETOWN",38.75,-122.61,344,250,185,155,70,17,5,1,3,15,63,163,195
"254","ID24392","THREE-RVRS-EDISON-PH-1",36.46,-118.86,347,121,104,110,60,18,7,1,3,19,27,83,93
"255","ID24731","STONYFORD-RANGER-STN",39.38,-122.55,356,116,87,71,28,8,7,1,5,7,30,83,90
"256","ID24744","SAN BERNARDINO      USA",34.1,-117.3,357,82.2,66,65.8,32.1,11.3,1.7,1.1,1.2,6.4,14.9,43.8,54.8
"257","ID24917","CLAREMONT           USA",34.1,-117.7,364,101.3,82.7,73.8,35.2,10,1.2,1.1,1.1,2.8,8.7,45.2,59.9
"258","ID25036","DEEP-CANYON-LABORATORY",33.65,-116.38,366,20,18,14,4,3,1,12,20,16,6,14,16
"259","ID25062","EAST PARK           USA",39.4,-122.5,367,113.5,85.5,59.2,29,9,7.1,0.9,3.3,8.8,29,71,92.5
"260","ID25345","NEWHALL-SOLEDAD-FC32CE",34.38,-118.53,379,90,95,75,30,6,1,1,3,9,11,67,63
"261","ID25346","SALINAS-DAM",35.33,-120.5,379,108,104,97,42,7,1,0,2,11,20,70,86
"262","ID25535","BIG-BAR-RANGER-STATION",40.75,-123.25,384,174,136,126,49,26,11,4,13,23,64,159,180
"263","ID25710","ELSINORE",33.66,-117.33,392,58,61,53,17,5,1,2,4,10,8,33,47
"264","ID25769","WHISKEYTOWN-RESVR",40.61,-122.53,395,275,217,238,106,50,18,10,10,37,83,243,239
"265","ID25868","PINNACLES-NATL-MON",36.48,-121.18,398,73,71,77,35,7,2,1,3,8,21,56,61
"266","ID26083","LAKEPORT",39.03,-122.91,401,170,123,109,46,11,4,1,4,12,47,123,142
"267","ID26104","REDLANDS",34.05,-117.19,402,71.4,65.1,56.9,26.6,10.5,2.6,2.5,4.2,10.3,10.8,30.4,40.4
"268","ID26108","PANOCHE-2-W",36.6,-120.86,402,41,42,36,15,5,1,1,2,11,10,31,35
"269","ID26292","CLEARLAKE-4-SE",38.9,-122.6,411,138,115,91,38,13,4,2,4,12,40,99,109
"270","ID26293","WILLITS-1-NE",39.41,-123.33,411,246,188,179,76,28,6,2,7,22,78,203,226
